size_count,color_1,color_2,color_3,color_4,color_5,product_code
,Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23,Cloud White / Grey Three / Core Black,,,,ID2705
,Wonder Blue F23 / Lucid Lemon F23 / Arctic Night F23,Cloud White / Grey Three / Core Black,,,,ID2707
,Grey Six / Impact Yellow F22 / Dove Grey S20,Night Sky / Active Gold / Pulse Blue,Core Black / Better Scarlet S23 / Stone,,,GC1031
,Grey Six / Impact Yellow F22 / Dove Grey S20,Night Sky / Active Gold / Pulse Blue,Core Black / Better Scarlet S23 / Stone,,,GC1032
,Grey Six / Impact Yellow F22 / Dove Grey S20,Night Sky / Active Gold / Pulse Blue,Core Black / Better Scarlet S23 / Stone,,Royal Blue / Zero Metalic / Lucid Lemon,GC1033
,Core Black / Cloud White / Core White,Grey Three / Core Black / Grey Four,Cloud White / Better Scarlet S23 / Grey One,Collegiate Green / Core White / Grey Two,Royal Blue / Zero Metalic / Lucid Lemon,HP2258
,Core Black / Cloud White / Core White,Grey Three / Core Black / Grey Four,Cloud White / Better Scarlet S23 / Grey One,Collegiate Green / Core White / Grey Two,Royal Blue / Zero Metalic / Lucid Lemon,HP2259
,Core Black / Cloud White / Core White,Grey Three / Core Black / Grey Four,Cloud White / Better Scarlet S23 / Grey One,Collegiate Green / Core White / Grey Two,Royal Blue / Zero Metalic / Lucid Lemon,HP2260
,Core Black / Cloud White / Core White,Grey Three / Core Black / Grey Four,Cloud White / Better Scarlet S23 / Grey One,Collegiate Green / Core White / Grey Two,Royal Blue / Zero Metalic / Lucid Lemon,ID1857
,Stone / Grey Six / Beam Pink,Coffee Met. / Cloud White / Bliss Lilac,,,Royal Blue / Zero Metalic / Lucid Lemon,GC0591
,Stone / Grey Six / Beam Pink,Coffee Met. / Cloud White / Bliss Lilac,,,,GC0592
,Pink Fusion / Cloud White / Cloud White,Shadow Violet / Cloud White / Cloud White,,,,ID7028
,Pink Fusion / Cloud White / Cloud White,Shadow Violet / Cloud White / Cloud White,,,,ID7038
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,GW6661
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,HP5927
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,HP5928
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,HP5929
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,IG0333
,Core Black / Core Black / Core Black,Core Black / Grey Two / Screaming Orange,Lucid Fuchsia S23 / Cloud White / Pulse Mint S22,Grey Two / Silver Metallic / Grey Three,,IG0334
,Wonder Steel / Grey Three / Legend Ink,Silver Violet S23 / Blue Dawn S23 / Core Black,,,,HQ8396
,Wonder Steel / Grey Three / Legend Ink,Silver Violet S23 / Blue Dawn S23 / Core Black,,,,HQ8398
,Core Black / Beam Pink F22,Cloud White / Coffee Met. S23 / Stone,Pink Strata / Stone,,,GC0599
,Core Black / Beam Pink F22,Cloud White / Coffee Met. S23 / Stone,Pink Strata / Stone,,,GC0600
,Core Black / Beam Pink F22,Cloud White / Coffee Met. S23 / Stone,Pink Strata / Stone,,,GC0601
,Blue Oxide S21 / Core Black,Preloved Brown F23 / Magic Beige F22,,,,IQ8731
,Blue Oxide S21 / Core Black,Preloved Brown F23 / Magic Beige F22,,,,IQ8733
,,,,,,IE9648
,Lucid Cyan / Semi Impact Orange,Semi Impact Orange F22 / Black / Bordeaux,,,,IQ8712
,Lucid Cyan / Semi Impact Orange,Semi Impact Orange F22 / Black / Bordeaux,,,,IQ8780
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IE2962
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IF2229
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IF2232
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IF2233
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IF2235
,Royal Blue / Blue Burst S24 / Lucid Lemon F23,Core Black / Cloud White / Carbon,Arctic Night / Cloud White / Lucid Lemon,Cloud White / Arctic Night / Lucid Lemon,,IF2236
,Bliss Orange / Beam Orange / Matt Purple Met.,Blue Dawn S23 / Cloud White / Blue Fusion S23,Cloud White / Lucid Fuchsia S23 / Silver Dawn S23,Core Black / Blue Fusion S23 / Night Metallic,,GY2250
,Bliss Orange / Beam Orange / Matt Purple Met.,Blue Dawn S23 / Cloud White / Blue Fusion S23,Cloud White / Lucid Fuchsia S23 / Silver Dawn S23,Core Black / Blue Fusion S23 / Night Metallic,,HP2429
,Bliss Orange / Beam Orange / Matt Purple Met.,Blue Dawn S23 / Cloud White / Blue Fusion S23,Cloud White / Lucid Fuchsia S23 / Silver Dawn S23,Core Black / Blue Fusion S23 / Night Metallic,,HP2431
,Bliss Orange / Beam Orange / Matt Purple Met.,Blue Dawn S23 / Cloud White / Blue Fusion S23,Cloud White / Lucid Fuchsia S23 / Silver Dawn S23,Core Black / Blue Fusion S23 / Night Metallic,,HP2432
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,,GW3847
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,,GW4131
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,,GW4132
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,,HP2405
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,,HP2407
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE1987
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE1989
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE1990
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE1991
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE1992
,Core Black / Cloud White / Core Black,Core Black / Core Black / Core Black,Core Black / Matt Purple Met. F22 / Almost Pink S22,Coral Fusion / Taupe Met. / Almost Pink,Pink Fusion F23 / Bright Royal / Wonder Blue F23,IE8150
,Cloud White / Blue / Stone,Collegiate Navy / Medium Lead / Preloved Yellow,Core Black / Medium Lead / Pulse Blue,,,IQ8948
,Cloud White / Blue / Stone,Collegiate Navy / Medium Lead / Preloved Yellow,Core Black / Medium Lead / Pulse Blue,,,IQ8949
,Cloud White / Blue / Stone,Collegiate Navy / Medium Lead / Preloved Yellow,Core Black / Medium Lead / Pulse Blue,,,IQ8951
,Victory Blue F21 / Cloud White / Sonic Ink F21,Collegiate Navy / Stone / Solar Red,Core Black / Stone / Dark Royal F12,,,EY2976
,Victory Blue F21 / Cloud White / Sonic Ink F21,Collegiate Navy / Stone / Solar Red,Core Black / Stone / Dark Royal F12,,,EY2977
,Victory Blue F21 / Cloud White / Sonic Ink F21,Collegiate Navy / Stone / Solar Red,Core Black / Stone / Dark Royal F12,,,EY2978
,Shadow Red / Bold Gold / Shadow Red,Aluminium / Shadow Red / Aluminium,,,,IE2013
,Shadow Red / Bold Gold / Shadow Red,Aluminium / Shadow Red / Aluminium,,,,IE2014
,Semi Flash Aqua F23 / Semi Flash Aqua F23 / Semi Flash Aqua F23,Aluminium / Aluminium / Wonder Gold Met. F23,,,,ID9654
,Semi Flash Aqua F23 / Semi Flash Aqua F23 / Semi Flash Aqua F23,Aluminium / Aluminium / Wonder Gold Met. F23,,,,ID9655
,Arctic Night / Core Black / Impact Yellow,Core Black / Dove Grey / Preloved Yellow,,,,IQ8945
,Arctic Night / Core Black / Impact Yellow,Core Black / Dove Grey / Preloved Yellow,,,,IQ8946
,Wonder Quartz S23 / Wonder Quartz S23 / Lucid Pink F23,Cloud White / Silver Violet S23 / Lucid Lemon F23,,,Bright Royal / Silver Metallic / Legend Ink,IF5725
,Wonder Quartz S23 / Wonder Quartz S23 / Lucid Pink F23,Cloud White / Silver Violet S23 / Lucid Lemon F23,,,Bright Royal / Silver Metallic / Legend Ink,IF5734
,Canopy Green / Core Black,Core Blue / Tech Indigo / Hazy Yellow S21,,,Bright Royal / Silver Metallic / Legend Ink,EX2376
,Canopy Green / Core Black,Core Blue / Tech Indigo / Hazy Yellow S21,,,Bright Royal / Silver Metallic / Legend Ink,EX2379
,Green / Cloud White / Core Black,Cloud White / Red / Core Black,,,Bright Royal / Silver Metallic / Legend Ink,IG7501
,Green / Cloud White / Core Black,Cloud White / Red / Core Black,,,Bright Royal / Silver Metallic / Legend Ink,IG7502
,Night Sky / Tech Indigo / Dove Grey S20 / Semi Flash Aqua F23,Arctic Night F23 / Blue Night / Blue Oxide S21 / Semi Impact Orange F22,,,,IQ9667
,Night Sky / Tech Indigo / Dove Grey S20 / Semi Flash Aqua F23,Arctic Night F23 / Blue Night / Blue Oxide S21 / Semi Impact Orange F22,,,,IQ9668
,Core Black / Vivid Red S21 / Carbon,Victory Blue F21 / Cloud White / Legend Ink,,,,GY8579
,Core Black / Vivid Red S21 / Carbon,Victory Blue F21 / Cloud White / Legend Ink,,,,H04825
,Cloud White / Pink Fusion / Gum,Cloud White / Wonder Clay / Wonder Quartz,,,,IF5305
,Cloud White / Pink Fusion / Gum,Cloud White / Wonder Clay / Wonder Quartz,,,,IG7893
,Night Sky / Lucid Blue S23 / Pulse Blue / Better Scarlet S23,Grey Six / Core Black / Impact Yellow F22,Core Black / Lucid Blue S23 / Preloved Red S23,,,GC1107
