size_count,color_1,color_2,color_3,color_4,color_5,product_code
5.0,PUMA Black,Ash Gray-PUMA White-Yellow Sizzle,Evening Sky-Persian Blue-PUMA White,,,310425_01
1.0,PUMA Black,Ash Gray-PUMA White-Yellow Sizzle,Evening Sky-Persian Blue-PUMA White,,,310425_02
6.0,PUMA Black,Ash Gray-PUMA White-Yellow Sizzle,Evening Sky-Persian Blue-PUMA White,,,310425_03
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_01
7.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_02
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_03
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_05
3.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_06
1.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_07
1.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_08
5.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_10
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_17
5.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_18
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_19
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_20
4.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_23
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_27
6.0,Puma Black-Puma White,Peacoat-Puma White,Puma Black-High Risk Red,Puma Black-Puma Black,Puma Black-Sunset Glow-Sun Stream,377028_28
1.0,Puma Black-Sunset Glow,Carnation Pink-Puma White,Quarry-Quarry-Puma White,PUMA Black-Fizzy Lime-PUMA White,Cool Dark Gray-Ultra Blue-Neon Sun,377036_04
4.0,Puma Black-Sunset Glow,Carnation Pink-Puma White,Quarry-Quarry-Puma White,PUMA Black-Fizzy Lime-PUMA White,Cool Dark Gray-Ultra Blue-Neon Sun,377036_05
3.0,Puma Black-Sunset Glow,Carnation Pink-Puma White,Quarry-Quarry-Puma White,PUMA Black-Fizzy Lime-PUMA White,Cool Dark Gray-Ultra Blue-Neon Sun,377036_08
6.0,Puma Black-Sunset Glow,Carnation Pink-Puma White,Quarry-Quarry-Puma White,PUMA Black-Fizzy Lime-PUMA White,Cool Dark Gray-Ultra Blue-Neon Sun,377036_09
6.0,Puma Black-Sunset Glow,Carnation Pink-Puma White,Quarry-Quarry-Puma White,PUMA Black-Fizzy Lime-PUMA White,Cool Dark Gray-Ultra Blue-Neon Sun,377036_14
3.0,PUMA White-Vapor Gray-Gum,PUMA White-Cool Light Gray-Sugared Almond,,,,396464_01
6.0,PUMA White-Vapor Gray-Gum,PUMA White-Cool Light Gray-Sugared Almond,,,,396464_02
2.0,PUMA Black-PUMA Silver,Feather Gray-PUMA Black,,,,195141_04
5.0,PUMA Black-PUMA Silver,Feather Gray-PUMA Black,,,,195141_05
2.0,Silver Sky-Cayenne Pepper-Gum,Light Mint-Orchid Shadow-Gum,,,,383011_06
4.0,Silver Sky-Cayenne Pepper-Gum,Light Mint-Orchid Shadow-Gum,,,,383011_07
2.0,PUMA Black-Cool Dark Gray-PUMA White,PUMA Navy-Royal Sapphire,,,,377729_01
5.0,PUMA Black-Cool Dark Gray-PUMA White,PUMA Navy-Royal Sapphire,,,,377729_02
4.0,Puma Black-Puma White,Puma Black-High Risk Red,,,,376167_01
2.0,Puma Black-Puma White,Puma Black-High Risk Red,,,,376167_11
1.0,Warm White-Spring Lavender,Frosted Ivory-Fresh Mint,,,,389267_05
1.0,Warm White-Spring Lavender,Frosted Ivory-Fresh Mint,,,,389267_14
6.0,,,,,,393158_01
8.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_01
7.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_02
9.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_03
8.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_01
7.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_02
9.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_03
8.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_01
7.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_02
9.0,PUMA Black-Warm White-Gum,Speed Blue-Lime Pow-Gum,Lavender Alert-Burnt Red-Gum,,,396403_03
7.0,,,,,,379235_01
6.0,,,,,,107566_03
6.0,,,,,,307998_01
6.0,,,,,,307817_01
6.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_02
7.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_05
9.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_07
6.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_02
7.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_05
9.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_07
6.0,,,,,,394647_01
6.0,Pristine-Elektro Purple,Dark Coal-Fire Orchid,,,,386329_06
4.0,Pristine-Elektro Purple,Dark Coal-Fire Orchid,,,,386329_07
6.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_02
7.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_05
9.0,Fresh Mint-Fast Pink,Vine-Clementine,Cobalt Glaze-PUMA White,,,396463_07
6.0,Pristine-Elektro Purple,Dark Coal-Fire Orchid,,,,386329_06
4.0,Pristine-Elektro Purple,Dark Coal-Fire Orchid,,,,386329_07
6.0,,,,,,378821_01
6.0,,,,,,392862_01
7.0,,,,,,379291_01
4.0,Clyde Royal-For All Time Red-PUMA White,PUMA Black-Victoria Blue-Zinnia,,,,394189_01
4.0,Clyde Royal-For All Time Red-PUMA White,PUMA Black-Victoria Blue-Zinnia,,,,394189_02
6.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_01
5.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_02
5.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_03
6.0,PUMA Black-Dark Coal-PUMA Team Royal,Ash Gray-PUMA White-Pumpkin Pie,Bold Blue-Dark Night-PUMA White,,,394623_01
2.0,PUMA Black-Dark Coal-PUMA Team Royal,Ash Gray-PUMA White-Pumpkin Pie,Bold Blue-Dark Night-PUMA White,,,394623_02
5.0,PUMA Black-Dark Coal-PUMA Team Royal,Ash Gray-PUMA White-Pumpkin Pie,Bold Blue-Dark Night-PUMA White,,,394623_03
6.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_01
5.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_02
5.0,Royal Sapphire-Warm Earth-PUMA White,Green Lagoon-Light Straw-Ultra Orange,Zinnia-PUMA Black-PUMA White,,,391851_03
4.0,PUMA Black-Asphalt,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107423_02
5.0,PUMA Black-Asphalt,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107423_03
5.0,PUMA Black-Asphalt,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107423_04
5.0,PUMA Black-PUMA Silver,Sedate Gray-Asphalt-Yellow Blaze,,,,107377_02
5.0,PUMA Black-PUMA Silver,Sedate Gray-Asphalt-Yellow Blaze,,,,107377_04
7.0,PUMA White-PUMA Black-Fire Orchid,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107311_01
6.0,PUMA White-PUMA Black-Fire Orchid,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107311_03
6.0,PUMA White-PUMA Black-Fire Orchid,Ultra Blue-PUMA White-Pro Green,Yellow Blaze-PUMA White-PUMA Black,,,107311_04
7.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_01
6.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_04
6.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_05
7.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_01
6.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_04
6.0,PUMA Black-PUMA White-Fire Orchid,Persian Blue-Pro Green-Ultra Blue,Alpine Snow-Asphalt-Yellow Blaze,,,107563_05
6.0,PUMA White-PUMA Black-Fire Orchid,Persian Blue-PUMA White-Pro Green,Sedate Gray-Asphalt-Yellow Blaze,,,107355_01
6.0,PUMA White-PUMA Black-Fire Orchid,Persian Blue-PUMA White-Pro Green,Sedate Gray-Asphalt-Yellow Blaze,,,107355_03
6.0,PUMA White-PUMA Black-Fire Orchid,Persian Blue-PUMA White-Pro Green,Sedate Gray-Asphalt-Yellow Blaze,,,107355_04
3.0,Cool Mid Gray-Cool Dark Gray,PUMA Black,,,,379350_01
1.0,Cool Mid Gray-Cool Dark Gray,PUMA Black,,,,379350_05
9.0,,,,,,391567_01
6.0,,,,,,390085_01
5.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_01
6.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_02
5.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_03
5.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_01
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_02
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_03
5.0,PUMA Black-Asphalt-For All Time Red,PUMA Navy-Harbor Mist-Tangerine,,,,310772_01
5.0,PUMA Black-Asphalt-For All Time Red,PUMA Navy-Harbor Mist-Tangerine,,,,310772_02
5.0,PUMA Black-Asphalt-For All Time Red,PUMA Navy-Harbor Mist-Tangerine,,,,310772_01
5.0,PUMA Black-Asphalt-For All Time Red,PUMA Navy-Harbor Mist-Tangerine,,,,310772_02
5.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_01
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_02
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_03
4.0,PUMA Black-For All Time Red-Feather Gray,Ultra Blue-Regal Blue-Yellow Blaze,,,,395840_01
4.0,PUMA Black-For All Time Red-Feather Gray,Ultra Blue-Regal Blue-Yellow Blaze,,,,395840_03
6.0,PUMA Black-Cool Dark Gray-PUMA White,PUMA White-PUMA Black,For All Time Red-PUMA White-PUMA Black,,,397694_01
4.0,PUMA Black-Cool Dark Gray-PUMA White,PUMA White-PUMA Black,For All Time Red-PUMA White-PUMA Black,,,397694_02
1.0,PUMA Black-Cool Dark Gray-PUMA White,PUMA White-PUMA Black,For All Time Red-PUMA White-PUMA Black,,,397694_04
6.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,PUMA Black-PUMA White,Persian Blue-PUMA White-Pumpkin Pie,,395229_01
4.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,PUMA Black-PUMA White,Persian Blue-PUMA White-Pumpkin Pie,,395229_02
6.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,PUMA Black-PUMA White,Persian Blue-PUMA White-Pumpkin Pie,,395229_04
6.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,PUMA Black-PUMA White,Persian Blue-PUMA White-Pumpkin Pie,,395229_05
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_01
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_02
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_03
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_04
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_01
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_02
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_03
6.0,PUMA Black-Pop Red,PUMA White-Pop Red,PUMA Black-Pop Red-Pro Blue,PUMA White-Pop Red-Cool Cobalt,,307793_04
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_01
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_02
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_05
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_07
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_08
7.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_11
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_13
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_14
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_01
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_02
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_05
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_07
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_08
7.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_11
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_13
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_14
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_02
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_04
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_06
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_08
6.0,,,,,,379594_03
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_02
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_04
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_06
6.0,For All Time Red-PUMA Black-Feather Gray,Club Navy-Lime Pow,PUMA Black-Fast Pink,PUMA Black-Cool Dark Gray,,379535_08
9.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_01
9.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_07
7.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_16
7.0,PUMA Black-Active Red,Cool Dark Gray-PUMA Black,,,,396425_01
7.0,PUMA Black-Active Red,Cool Dark Gray-PUMA Black,,,,396425_02
9.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_01
9.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_07
7.0,PUMA White-PUMA Black,PUMA Black-PUMA Black,Smokey Gray-Shadow Gray,,,394933_16
7.0,,,,,,395340_01
7.0,PUMA Black-Active Red,Cool Dark Gray-PUMA Black,,,,396425_01
7.0,PUMA Black-Active Red,Cool Dark Gray-PUMA Black,,,,396425_02
2.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_01
1.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_02
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_06
7.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_16
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_18
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_22
2.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_01
1.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_02
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_06
7.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_16
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_18
5.0,Warm White-PUMA White,Flat Dark Gray-Vapor Gray,PUMA White-Persian Blue,PUMA Black-Flat Dark Gray,PUMA White-PUMA Black,392725_22
5.0,,,,,,397123_02
5.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_01
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_02
6.0,PUMA Black-PUMA White,Persian Blue-For All Time Red-PUMA White,Ash Gray-PUMA Black-PUMA White,,,394649_03
5.0,,,,,,396711_01
5.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_01
6.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_02
5.0,Yellow Burst-PUMA Black,Ash Gray-Persian Blue-PUMA White,For All Time Red-Racing Blue-PUMA Black,,,310583_03
9.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_01
10.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_03
6.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_06
9.0,PUMA White-Silver Mist,Feather Gray-Cool Mid Gray,,,,395875_02
10.0,PUMA White-Silver Mist,Feather Gray-Cool Mid Gray,,,,395875_04
10.0,,,,,,397377_02
9.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_01
10.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_03
6.0,Feather Gray-Blue Skies,PUMA White-Club Red,Grape Mist-Passionfruit,,,395907_06
9.0,PUMA White-Silver Mist,Feather Gray-Cool Mid Gray,,,,395875_02
10.0,PUMA White-Silver Mist,Feather Gray-Cool Mid Gray,,,,395875_04
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_01
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_02
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_05
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_07
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_08
7.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_11
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_13
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_14
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_01
6.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_02
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_05
2.0,PUMA Black-Cool Dark Gray,PUMA Black-Fire Orchid-PUMA White,Cool Dark Gray-PUMA Black-PUMA White,PUMA Black-PUMA White-PUMA Silver,Feather Gray-PUMA White-Koral Ice,378813_07
