product_code,review_count,size,comfort,durability,star
124569-NVY,309,60.0,,,4.5
172025-WMLT,9,60.0,,,4.8
124569-GRY,309,60.0,,,4.5
124569-PLUM,309,60.0,,,4.5
124569-NVY,309,60.0,,,4.5
128571-CCBL,249,60.0,,,4.5
128571-BKBU,249,60.0,,,4.5
128571-CCBL,249,60.0,,,4.5
128571-BKBU,249,60.0,,,4.5
140431-GLD,8,60.0,,,4.8
32495ID-BBK,3,60.0,,,2.3
32495ID-MVE,3,60.0,,,2.3
32495ID-NVY,3,60.0,,,2.3
140465-BKMT,2,80.0,,,4.5
140220-RUST,219,60.0,,,4.6
140220-BURG,219,60.0,,,4.6
140220-TAN,219,60.0,,,4.6
140220-NVGY,219,60.0,,,4.6
140220-DKTP,219,60.0,,,4.6
140220-BBK,219,60.0,,,4.6
124963-BBK,550,60.0,,,4.5
124963-NVY,550,60.0,,,4.5
124735-BURG,12,60.0,,,4.7
124735-TPPK,12,60.0,,,4.7
158156-BBK,93,60.0,,,4.4
158156-TPE,93,60.0,,,4.4
140220-RUST,219,60.0,,,4.6
140220-BURG,219,60.0,,,4.6
140220-TAN,219,60.0,,,4.6
140220-NVGY,219,60.0,,,4.6
140220-DKTP,219,60.0,,,4.6
140220-BBK,219,60.0,,,4.6
104251-BKLP,18,60.0,,,4.6
104251-NVBL,18,60.0,,,4.6
104251-ROS,18,60.0,,,4.6
104251-NTBL,18,60.0,,,4.6
104251-BKLP,18,60.0,,,4.6
104251-NVBL,18,60.0,,,4.6
104251-ROS,18,60.0,,,4.6
104251-NTBL,18,60.0,,,4.6
128320-PLUM,132,60.0,,,4.8
128320-MVE,132,60.0,,,4.8
128320-WPK,132,60.0,,,4.8
128320-ROS,132,60.0,,,4.8
128320-PLUM,132,60.0,,,4.8
128320-MVE,132,60.0,,,4.8
128320-WPK,132,60.0,,,4.8
128320-ROS,132,60.0,,,4.8
140221-BKW,98,60.0,,,4.5
140221-MVE,98,60.0,,,4.5
140221-LIL,98,60.0,,,4.5
140221-BBK,98,60.0,,,4.5
128320-PLUM,132,60.0,,,4.8
128320-MVE,132,60.0,,,4.8
128320-WPK,132,60.0,,,4.8
128320-ROS,132,60.0,,,4.8
73690-PUR,1612,60.0,,,4.3
73690-MVE,1612,60.0,,,4.3
73690-MNT,1612,60.0,,,4.3
73690-SLT,1612,60.0,,,4.3
73690-PLUM,1612,60.0,,,4.3
73690-RST,1612,60.0,,,4.3
73690-BLSH,1612,60.0,,,4.3
73690-DKMV,1612,60.0,,,4.3
73690-YEL,1612,60.0,,,4.3
73690-DKRD,1612,60.0,,,4.3
73690-PNK,1612,60.0,,,4.3
73690-LTBL,1612,60.0,,,4.3
73690-W,1612,60.0,,,4.3
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
149708-ROS,210,60.0,,,4.7
149708-BKW,210,60.0,,,4.7
149708-ROS,210,60.0,,,4.7
149708-BKW,210,60.0,,,4.7
149710-GRY,964,60.0,,,4.7
149710-MVE,964,60.0,,,4.7
149710-NVY,964,60.0,,,4.7
124933-NVHP,103,60.0,,,4.7
124933-WCRL,103,60.0,,,4.7
124933-NVHP,103,60.0,,,4.7
124933-WCRL,103,60.0,,,4.7
149709-NVY,501,60.0,,,4.7
149709-GRY,501,60.0,,,4.7
172026-WBK,13,60.0,,,4.2
111450-LIME,12,60.0,,,4
111450-LAV,12,60.0,,,4
111450-PNK,12,60.0,,,4
111450-LIME,12,60.0,,,4
111450-LAV,12,60.0,,,4
111450-PNK,12,60.0,,,4
111378-BBK,12,60.0,,,4.5
111378-MVE,12,60.0,,,4.5
128579-BKPK,7,60.0,,,5
124569-GRY,309,60.0,,,4.5
124569-PLUM,309,60.0,,,4.5
124569-NVY,309,60.0,,,4.5
119293-BBK,32,60.0,,,4.9
119293-RSGD,32,60.0,,,4.9
140433-LTPK,16,60.0,,,3.8
149568-NVMT,92,60.0,,,4.5
149568-OFPK,92,60.0,,,4.5
124524-NVHP,2,60.0,,,5
124524-BKAQ,2,60.0,,,5
124524-NVHP,2,60.0,,,5
124524-BKAQ,2,60.0,,,5
119293-BBK,32,60.0,,,4.9
119293-RSGD,32,60.0,,,4.9
124906-LTPK,30,60.0,,,4
124906-NVY,30,60.0,,,4
119136-NVMT,26,60.0,,,4.7
119136-TPE,26,60.0,,,4.7
119136-RSGD,26,60.0,,,4.7
119649-NVSL,13,60.0,,,4.5
119649-BKSL,13,60.0,,,4.5
119649-CHMT,13,60.0,,,4.5
119571-BLK,61,60.0,,,4.6
119571-PNK,61,60.0,,,4.6
32495ID-BBK,3,60.0,,,2.3
32495ID-MVE,3,60.0,,,2.3
32495ID-NVY,3,60.0,,,2.3
128334-BKMT,6,60.0,,,4.7
128334-NVMT,6,60.0,,,4.7
32495ID-BBK,3,60.0,,,2.3
32495ID-MVE,3,60.0,,,2.3
32495ID-NVY,3,60.0,,,2.3
124735-BURG,12,60.0,,,4.7
124735-TPPK,12,60.0,,,4.7
128334-BKMT,6,60.0,,,4.7
128334-NVMT,6,60.0,,,4.7
111225-MVE,8,60.0,,,4
130008-BKPR,26,60.0,,,4.5
130008-NVBL,26,60.0,,,4.5
111016-MVE,6,60.0,,,4.8
119571-BLK,61,60.0,,,4.6
119571-PNK,61,60.0,,,4.6
100453-TPE,27,60.0,,,3.6
100453-NVY,27,60.0,,,3.6
113564-BLSH,3,60.0,,,5
140435-MULT,1,60.0,,,5
140435-BLU,1,60.0,,,5
140435-MULT,1,60.0,,,5
140435-BLU,1,60.0,,,5
119647-NVY,43,60.0,,,4.8
119647-TPE,43,60.0,,,4.8
163276-SLT,17,60.0,,,4.7
163276-MVE,17,60.0,,,4.7
149356-BKLB,67,60.0,,,4.5
149356-LAV,67,60.0,,,4.5
149356-GYMN,67,60.0,,,4.5
149356-WCRL,67,60.0,,,4.5
149356-PNK,67,60.0,,,4.5
149356-PLUM,67,60.0,,,4.5
149356-SLT,67,60.0,,,4.5
119250-LIL,4,60.0,,,4.3
119250-SLT,4,60.0,,,4.3
155521-WHT,10,60.0,,,5
119250-LIL,4,60.0,,,4.3
119250-SLT,4,60.0,,,4.3
163276-SLT,17,60.0,,,4.7
163276-MVE,17,60.0,,,4.7
155637-OFWT,1,80.0,,,5
155637-PKGD,1,80.0,,,5
155637-BKGD,1,80.0,,,5
155637-WTGD,1,80.0,,,5
149814-LVMT,10,60.0,,,3.8
149814-BKMT,10,60.0,,,3.8
149368-BKPR,44,60.0,,,4.6
149368-GMLT,44,60.0,,,4.6
149368-BKMN,44,60.0,,,4.6
149368-NTMT,44,60.0,,,4.6
149368-BKPR,44,60.0,,,4.6
149368-GMLT,44,60.0,,,4.6
149368-BKMN,44,60.0,,,4.6
149368-NTMT,44,60.0,,,4.6
125129-BKLB,11,60.0,,,4
125129-GYLV,11,60.0,,,4
124912-NVPK,13,60.0,,,4.6
124912-BKTQ,13,60.0,,,4.6
124912-PKOR,13,60.0,,,4.6
124912-TQLM,13,60.0,,,4.6
155637-OFWT,1,80.0,,,5
155637-PKGD,1,80.0,,,5
155637-BKGD,1,80.0,,,5
155637-WTGD,1,80.0,,,5
124409-BLK,558,60.0,,,4.6
124409-GRY,558,60.0,,,4.6
124409-NVY,558,60.0,,,4.6
124409-TPE,558,60.0,,,4.6
124409-LTPK,558,60.0,,,4.6
149814-LVMT,10,60.0,,,3.8
149814-BKMT,10,60.0,,,3.8
124885-GYPK,12,60.0,,,4.8
124885-NVLB,12,60.0,,,4.8
124409-BLK,558,60.0,,,4.6
124409-GRY,558,60.0,,,4.6
124409-NVY,558,60.0,,,4.6
124409-TPE,558,60.0,,,4.6
124409-LTPK,558,60.0,,,4.6
124912-NVPK,13,60.0,,,4.6
124912-BKTQ,13,60.0,,,4.6
124912-PKOR,13,60.0,,,4.6
124912-TQLM,13,60.0,,,4.6
124554-MVE,45,60.0,,,4.8
124554-NVLV,45,60.0,,,4.8
149684-ROS,34,60.0,,,4.4
149684-NVY,34,60.0,,,4.4
149684-BURG,34,60.0,,,4.4
149684-LTBL,34,60.0,,,4.4
155507-WRPK,72,60.0,,,4.6
155507-LTPK,72,60.0,,,4.6
155507-WRNV,72,60.0,,,4.6
155507-WMLT,72,60.0,,,4.6
155196-BLK,58,60.0,,,4.6
155196-WHT,58,60.0,,,4.6
155196-NAT,58,60.0,,,4.6
155196-BBK,58,60.0,,,4.6
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
124502-LTPK,74,60.0,,,4.6
124502-BKPK,74,60.0,,,4.6
124502-GYCL,74,60.0,,,4.6
124502-BLTQ,74,60.0,,,4.6
124502-BKLV,74,60.0,,,4.6
133261-BLK,3,80.0,,,5
149494-WBGD,32,60.0,,,4.8
124502-LTPK,74,60.0,,,4.6
124502-BKPK,74,60.0,,,4.6
124502-GYCL,74,60.0,,,4.6
124502-BLTQ,74,60.0,,,4.6
124502-BKLV,74,60.0,,,4.6
73690-PUR,1612,60.0,,,4.3
73690-MVE,1612,60.0,,,4.3
73690-MNT,1612,60.0,,,4.3
73690-SLT,1612,60.0,,,4.3
73690-PLUM,1612,60.0,,,4.3
73690-RST,1612,60.0,,,4.3
73690-BLSH,1612,60.0,,,4.3
73690-DKMV,1612,60.0,,,4.3
73690-YEL,1612,60.0,,,4.3
73690-DKRD,1612,60.0,,,4.3
73690-PNK,1612,60.0,,,4.3
73690-LTBL,1612,60.0,,,4.3
73690-W,1612,60.0,,,4.3
149776-BKW,16,60.0,,,3.8
149776-MVE,16,60.0,,,3.8
149776-OFWT,16,60.0,,,3.8
149776-NVPR,16,60.0,,,3.8
124530-MVE,2,60.0,,,5
124530-NVY,2,60.0,,,5
149356-BKLB,67,60.0,,,4.5
149356-LAV,67,60.0,,,4.5
149356-GYMN,67,60.0,,,4.5
149356-WCRL,67,60.0,,,4.5
149356-PNK,67,60.0,,,4.5
149356-PLUM,67,60.0,,,4.5
149356-SLT,67,60.0,,,4.5
124530-MVE,2,60.0,,,5
124530-NVY,2,60.0,,,5
158156-BBK,93,60.0,,,4.4
158156-TPE,93,60.0,,,4.4
104305-NVTQ,11,60.0,,,4.5
104305-MVE,11,60.0,,,4.5
172031-WHT,6,60.0,,,4.7
172031-MVE,6,60.0,,,4.7
172031-CCPK,6,60.0,,,4.7
172031-PNK,6,60.0,,,4.7
172031-SLT,6,60.0,,,4.7
149679-WBPK,11,60.0,,,5
149776-BKW,16,60.0,,,3.8
149776-MVE,16,60.0,,,3.8
149776-OFWT,16,60.0,,,3.8
149776-NVPR,16,60.0,,,3.8
149414-MVE,518,60.0,,,4.5
149414-CCTQ,518,60.0,,,4.5
149414-DKTP,518,60.0,,,4.5
149414-BKLV,518,60.0,,,4.5
149414-GYPK,518,60.0,,,4.5
149414-SLT,518,60.0,,,4.5
149564-RED,2,60.0,,,5
149564-NVY,2,60.0,,,5
158459-SAGE,30,60.0,,,4.4
155652-LTPK,2,60.0,,,5
155652-LTBL,2,60.0,,,5
155652-YEL,2,60.0,,,5
73690-PUR,1612,60.0,,,4.3
73690-MVE,1612,60.0,,,4.3
73690-MNT,1612,60.0,,,4.3
73690-SLT,1612,60.0,,,4.3
73690-PLUM,1612,60.0,,,4.3
73690-RST,1612,60.0,,,4.3
73690-BLSH,1612,60.0,,,4.3
73690-DKMV,1612,60.0,,,4.3
73690-YEL,1612,60.0,,,4.3
73690-DKRD,1612,60.0,,,4.3
73690-PNK,1612,60.0,,,4.3
73690-LTBL,1612,60.0,,,4.3
73690-W,1612,60.0,,,4.3
124960-CCPK,1,60.0,,,5
124960-NVLV,1,60.0,,,5
149989-BKMT,4,60.0,,,4.8
149989-WMLT,4,60.0,,,4.8
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
149781-NTBG,4,60.0,,,5
149989-BKMT,4,60.0,,,4.8
149989-WMLT,4,60.0,,,4.8
149967-BKMT,3,60.0,,,5
149967-NORG,3,60.0,,,5
133257-WHT,14,60.0,,,4.4
133257-YLW,14,60.0,,,4.4
155652-LTPK,2,60.0,,,5
155652-LTBL,2,60.0,,,5
155652-YEL,2,60.0,,,5
149967-BKMT,3,60.0,,,5
149967-NORG,3,60.0,,,5
149645-GYMN,56,60.0,,,4.4
149645-WBPK,56,60.0,,,4.4
149645-BKLV,56,60.0,,,4.4
149645-NVMT,56,60.0,,,4.4
133257-WHT,14,60.0,,,4.4
133257-YLW,14,60.0,,,4.4
149756-BKMT,18,60.0,,,5
149756-LVMT,18,60.0,,,5
149756-WMLT,18,60.0,,,5
149756-OFWT,18,60.0,,,5
117221-NAT,2,40.0,,,4.5
117221-BLSH,2,40.0,,,4.5
117434-BKHP,5,60.0,,,4.4
117434-NTOR,5,60.0,,,4.4
149982-MULT,18,60.0,,,4.9
149982-MVE,18,60.0,,,4.9
149756-BKMT,18,60.0,,,5
149756-LVMT,18,60.0,,,5
149756-WMLT,18,60.0,,,5
149756-OFWT,18,60.0,,,5
128312-NVPK,121,60.0,,,4.6
128312-PRPK,121,60.0,,,4.6
149684-ROS,34,60.0,,,4.4
149684-NVY,34,60.0,,,4.4
149684-BURG,34,60.0,,,4.4
149684-LTBL,34,60.0,,,4.4
149982-MULT,18,60.0,,,4.9
149982-MVE,18,60.0,,,4.9
117256-MVE,30,60.0,,,4.5
117434-BKHP,5,60.0,,,4.4
117434-NTOR,5,60.0,,,4.4
149536-NVY,80,60.0,,,4.7
149536-LTMV,80,60.0,,,4.7
117221-NAT,2,40.0,,,4.5
117221-BLSH,2,40.0,,,4.5
104371-PLUM,15,60.0,,,4.5
104371-OLV,15,60.0,,,4.5
104371-BKPK,15,60.0,,,4.5
104371-TPE,15,60.0,,,4.5
104371-PLUM,15,60.0,,,4.5
104371-OLV,15,60.0,,,4.5
104371-BKPK,15,60.0,,,4.5
104371-TPE,15,60.0,,,4.5
128312-NVPK,121,60.0,,,4.6
128312-PRPK,121,60.0,,,4.6
149536-NVY,80,60.0,,,4.7
149536-LTMV,80,60.0,,,4.7
150041-ROS,1,60.0,,,5
150041-BKPK,1,60.0,,,5
149645-GYMN,56,60.0,,,4.4
149645-WBPK,56,60.0,,,4.4
149645-BKLV,56,60.0,,,4.4
149645-NVMT,56,60.0,,,4.4
104411-DKRS,43,60.0,,,4.6
104411-NVBL,43,60.0,,,4.6
104411-TPPK,43,60.0,,,4.6
104411-WMLT,43,60.0,,,4.6
104411-PKMT,43,60.0,,,4.6
104411-BKPK,43,60.0,,,4.6
149677-NTBK,8,60.0,,,4.9
104181-MVE,10,60.0,,,4.5
104181-NVPK,10,60.0,,,4.5
104181-GYLB,10,60.0,,,4.5
104181-ROS,10,60.0,,,4.5
129293-BKMV,32,60.0,,,4.8
129293-LAV,32,60.0,,,4.8
129293-GYBL,32,60.0,,,4.8
129293-BKHP,32,60.0,,,4.8
104181-MVE,10,60.0,,,4.5
104181-NVPK,10,60.0,,,4.5
104181-GYLB,10,60.0,,,4.5
104181-ROS,10,60.0,,,4.5
149821-RUST,111,60.0,,,4.1
149821-PUR,111,60.0,,,4.1
129293-BKMV,32,60.0,,,4.8
129293-LAV,32,60.0,,,4.8
129293-GYBL,32,60.0,,,4.8
129293-BKHP,32,60.0,,,4.8
149414-MVE,518,60.0,,,4.5
149414-CCTQ,518,60.0,,,4.5
149414-DKTP,518,60.0,,,4.5
149414-BKLV,518,60.0,,,4.5
149414-GYPK,518,60.0,,,4.5
149414-SLT,518,60.0,,,4.5
150041-ROS,1,60.0,,,5
150041-BKPK,1,60.0,,,5
180061-OLV,2,60.0,,,5
180061-NTPK,2,60.0,,,5
104335-ROS,1,60.0,,,5
104335-TPE,1,60.0,,,5
104335-SAGE,1,60.0,,,5
104335-NVY,1,60.0,,,5
149821-RUST,111,60.0,,,4.1
149821-PUR,111,60.0,,,4.1
117417-ROS,7,60.0,,,4.4
117417-TPE,7,60.0,,,4.4
117417-ROS,7,60.0,,,4.4
117417-TPE,7,60.0,,,4.4
180061-OLV,2,60.0,,,5
180061-NTPK,2,60.0,,,5
104335-ROS,1,60.0,,,5
104335-TPE,1,60.0,,,5
104335-SAGE,1,60.0,,,5
104335-NVY,1,60.0,,,5
129600-LBPK,70,60.0,,,4.6
129600-CCLV,70,60.0,,,4.6
129600-LBPK,70,60.0,,,4.6
129600-CCLV,70,60.0,,,4.6
104411-DKRS,43,60.0,,,4.6
104411-NVBL,43,60.0,,,4.6
104411-TPPK,43,60.0,,,4.6
104411-WMLT,43,60.0,,,4.6
104411-PKMT,43,60.0,,,4.6
104411-BKPK,43,60.0,,,4.6
149678-NTBK,1,60.0,,,5
149886-NVPR,6,60.0,,,4.7
149886-LAV,6,60.0,,,4.7
104335-ROS,1,60.0,,,5
104335-TPE,1,60.0,,,5
104335-SAGE,1,60.0,,,5
104335-NVY,1,60.0,,,5
149990-ROS,18,60.0,,,4.6
149990-SAGE,18,60.0,,,4.6
149990-ROS,18,60.0,,,4.6
149990-SAGE,18,60.0,,,4.6
149568-NVMT,92,60.0,,,4.5
149568-OFPK,92,60.0,,,4.5
172031-WHT,6,60.0,,,4.7
172031-MVE,6,60.0,,,4.7
172031-CCPK,6,60.0,,,4.7
172031-PNK,6,60.0,,,4.7
172031-SLT,6,60.0,,,4.7
128079-WMLT,9,60.0,,,4.7
128079-BKMT,9,60.0,,,4.7
128079-WHP,9,60.0,,,4.7
128079-HPK,9,60.0,,,4.7
128079-WMLT,9,60.0,,,4.7
128079-BKMT,9,60.0,,,4.7
128079-WHP,9,60.0,,,4.7
128079-HPK,9,60.0,,,4.7
124418-MVE,11,60.0,,,4.5
124418-NVY,11,60.0,,,4.5
124418-TPE,11,60.0,,,4.5
177102-NVY,40,60.0,,,4.3
177102-ROS,40,60.0,,,4.3
177102-LTPK,40,60.0,,,4.3
177102-NVY,40,60.0,,,4.3
177102-ROS,40,60.0,,,4.3
177102-LTPK,40,60.0,,,4.3
133267-BLK,4,60.0,,,4.3
133267-TURQ,4,60.0,,,4.3
128923-NVPK,19,60.0,,,4.5
128923-WAQ,19,60.0,,,4.5
113613-WMLT,9,60.0,,,4.6
113613-BKW,9,60.0,,,4.6
113613-BKMT,9,60.0,,,4.6
104412-GYBL,4,60.0,,,4.3
104412-MVE,4,60.0,,,4.3
104412-NVLV,4,60.0,,,4.3
104412-TPPK,4,60.0,,,4.3
133267-BLK,4,60.0,,,4.3
133267-TURQ,4,60.0,,,4.3
15952-YEL,274,60.0,,,4.7
15952-LAV,274,60.0,,,4.7
15952-BKGY,274,60.0,,,4.7
15952-HPK,274,60.0,,,4.7
15952-MVE,274,60.0,,,4.7
15952-NVW,274,60.0,,,4.7
113613-WMLT,9,60.0,,,4.6
113613-BKW,9,60.0,,,4.6
113613-BKMT,9,60.0,,,4.6
13106-MULT,752,60.0,,,4.7
13106-YEL,752,60.0,,,4.7
13106-DKNV,752,60.0,,,4.7
13106-MVE,752,60.0,,,4.7
13106-BLU,752,60.0,,,4.7
13106-LAV,752,60.0,,,4.7
13106-NVY,752,60.0,,,4.7
13106-ROS,752,60.0,,,4.7
13106-TPE,752,60.0,,,4.7
149991-PLUM,23,60.0,,,4.7
149991-NVY,23,60.0,,,4.7
149991-GRY,23,60.0,,,4.7
33366-MLT,87,60.0,,,4.9
128657-PKHP,1,60.0,,,5
128657-WMLT,1,60.0,,,5
149991-PLUM,23,60.0,,,4.7
149991-NVY,23,60.0,,,4.7
149991-GRY,23,60.0,,,4.7
172045-BKW,3,60.0,,,4.7
172045-LTBL,3,60.0,,,4.7
172045-MVE,3,60.0,,,4.7
172045-NVPK,3,60.0,,,4.7
100453-TPE,27,60.0,,,3.6
100453-NVY,27,60.0,,,3.6
149838-BKMT,4,60.0,,,4.8
149838-NVMT,4,60.0,,,4.8
172075-BKBL,8,60.0,,,4.9
172075-PERI,8,60.0,,,4.9
124334-DKGR,59,60.0,,,4.7
124334-MVE,59,60.0,,,4.7
124334-NVY,59,60.0,,,4.7
124334-TPE,59,60.0,,,4.7
128307-NVLV,22,80.0,,,4.1
128307-GYPK,22,80.0,,,4.1
172075-BKBL,8,60.0,,,4.9
172075-PERI,8,60.0,,,4.9
100160-TPE,44,80.0,,,3.6
100160-GRY,44,80.0,,,3.6
155226-MLT,22,60.0,,,4.7
149670-GYYB,8,60.0,,,4.3
149670-WPBK,8,60.0,,,4.3
119548-PEW,16,80.0,,,3.6
119548-RSGD,16,80.0,,,3.6
155483-MVE,51,60.0,,,4.5
155483-SLT,51,60.0,,,4.5
14918-BKW,75,60.0,,,4.2
124483-BKTQ,116,60.0,,,4.5
124483-MVE,116,60.0,,,4.5
155604-NPNK,14,60.0,,,4.1
155604-NYEL,14,60.0,,,4.1
149498-BKCL,14,60.0,,,4.9
149498-LAV,14,60.0,,,4.9
119631-BLK,8,60.0,,,4.6
119631-TPE,8,60.0,,,4.6
172045-BKW,3,60.0,,,4.7
172045-LTBL,3,60.0,,,4.7
172045-MVE,3,60.0,,,4.7
172045-NVPK,3,60.0,,,4.7
155228-WMLT,3,60.0,,,4.3
155228-BKMT,3,60.0,,,4.3
155225-MLT,4,60.0,,,4.5
124483-BKTQ,116,60.0,,,4.5
124483-MVE,116,60.0,,,4.5
113179-NVMT,13,60.0,,,4.8
119252-MNT,1,60.0,,,5
119252-RED,1,60.0,,,5
155418-RED,10,60.0,,,3.6
155418-YEL,10,60.0,,,3.6
113691-CSNT,45,60.0,,,4.5
128307-NVLV,22,80.0,,,4.1
128307-GYPK,22,80.0,,,4.1
155229-BKMT,1,60.0,,,5
124882-TPPK,13,60.0,,,4.3
31204-MVE,1,60.0,,,3
31204-PNK,1,60.0,,,3
167429-MUSH,20,60.0,,,4.6
119655-BBK,52,60.0,,,4.8
119655-RSGD,52,60.0,,,4.8
119655-BBK,52,60.0,,,4.8
119655-RSGD,52,60.0,,,4.8
44882-DKTP,48,60.0,,,4.3
44882-BLK,48,60.0,,,4.3
111570-RED,19,60.0,,,4.8
111570-MVE,19,60.0,,,4.8
31204-MVE,1,60.0,,,3
31204-PNK,1,60.0,,,3
114271-GRY,5,60.0,,,4.8
114271-CSNT,5,60.0,,,4.8
117384-RAS,16,60.0,,,4.3
117384-SLT,16,60.0,,,4.3
125103-NVLV,10,60.0,,,4.5
125103-BKLM,10,60.0,,,4.5
172045-BKW,3,60.0,,,4.7
172045-LTBL,3,60.0,,,4.7
172045-MVE,3,60.0,,,4.7
172045-NVPK,3,60.0,,,4.7
31974-TPMT,114,60.0,,,4.8
31974-MLT,114,60.0,,,4.8
111091-NVMT,33,60.0,,,4.8
111091-WMLT,33,60.0,,,4.8
155604-NPNK,14,60.0,,,4.1
155604-NYEL,14,60.0,,,4.1
111514-FUS,18,60.0,,,4.6
111514-YEL,18,60.0,,,4.6
113036-MLT,101,60.0,,,4.6
113036-NVMT,101,60.0,,,4.6
113212-WMLT,64,60.0,,,4.9
128105-BKMT,14,60.0,,,4.2
128105-MVMT,14,60.0,,,4.2
149855-LAV,192,60.0,,,4.7
149855-SAGE,192,60.0,,,4.7
149855-TPE,192,60.0,,,4.7
149855-BKW,192,60.0,,,4.7
149855-NVY,192,60.0,,,4.7
149855-MVE,192,60.0,,,4.7
155418-RED,10,60.0,,,3.6
155418-YEL,10,60.0,,,3.6
172031-WHT,6,60.0,,,4.7
172031-MVE,6,60.0,,,4.7
172031-CCPK,6,60.0,,,4.7
172031-PNK,6,60.0,,,4.7
172031-SLT,6,60.0,,,4.7
73667-NYEL,954,60.0,,,4.7
73667-ORG,954,60.0,,,4.7
73667-BLU,954,60.0,,,4.7
73667-NORG,954,60.0,,,4.7
73667-PUR,954,60.0,,,4.7
33429-BKMT,41,60.0,,,4.8
33429-NVMT,41,60.0,,,4.8
114271-GRY,5,60.0,,,4.8
114271-CSNT,5,60.0,,,4.8
155265-BLK,3,60.0,,,4
155265-WHT,3,60.0,,,4
149670-GYYB,8,60.0,,,4.3
149670-WPBK,8,60.0,,,4.3
124854-BLK,37,60.0,,,4.5
124854-NVY,37,60.0,,,4.5
113575-BKMT,109,60.0,,,4.8
119144-TPE,44,60.0,,,4.9
119144-NVY,44,60.0,,,4.9
117384-RAS,16,60.0,,,4.3
117384-SLT,16,60.0,,,4.3
155227-WMLT,11,60.0,,,4.3
31715-BLU,43,60.0,,,4.3
31715-CHOC,43,60.0,,,4.3
149684-ROS,34,60.0,,,4.4
149684-NVY,34,60.0,,,4.4
149684-BURG,34,60.0,,,4.4
149684-LTBL,34,60.0,,,4.4
104291-BKPK,19,60.0,,,4.6
111630-CRL,10,60.0,,,3.9
111630-MVE,10,60.0,,,3.9
33192-TPMT,1,60.0,,,5
124955-BLK,11,60.0,,,4.8
124955-NVY,11,60.0,,,4.8
124955-PLUM,11,60.0,,,4.8
128205-MVBL,11,60.0,,,4.5
128205-BLPK,11,60.0,,,4.5
128205-PLUM,11,60.0,,,4.5
111630-CRL,10,60.0,,,3.9
111630-MVE,10,60.0,,,3.9
111298-HPK,5,60.0,,,4.8
111298-YEL,5,60.0,,,4.8
141425-GRY,47,80.0,,,4.4
141425-NVY,47,80.0,,,4.4
141425-MVE,47,80.0,,,4.4
119526-BLK,2,80.0,,,2.5
124912-NVPK,13,60.0,,,4.6
124912-BKTQ,13,60.0,,,4.6
124912-PKOR,13,60.0,,,4.6
124912-TQLM,13,60.0,,,4.6
124952-BKHP,39,60.0,,,4.7
124952-NVCL,39,60.0,,,4.7
141425-GRY,47,80.0,,,4.4
141425-NVY,47,80.0,,,4.4
141425-MVE,47,80.0,,,4.4
124955-BLK,11,60.0,,,4.8
124955-NVY,11,60.0,,,4.8
124955-PLUM,11,60.0,,,4.8
124854-BLK,37,60.0,,,4.5
124854-NVY,37,60.0,,,4.5
119631-BLK,8,60.0,,,4.6
119631-TPE,8,60.0,,,4.6
128923-NVPK,19,60.0,,,4.5
128923-WAQ,19,60.0,,,4.5
104164-MVE,283,60.0,,,4.7
104164-NVBL,283,60.0,,,4.7
104164-SAGE,283,60.0,,,4.7
104164-CHAR,283,60.0,,,4.7
104164-RAS,283,60.0,,,4.7
104164-PLUM,283,60.0,,,4.7
104164-SLT,283,60.0,,,4.7
104164-TPE,283,60.0,,,4.7
119037-LUG,24,60.0,,,3.6
149311-LTPK,237,60.0,,,3.4
149311-LAV,237,60.0,,,3.4
149311-NVY,237,60.0,,,3.4
149311-WBK,237,60.0,,,3.4
149311-BKW,237,60.0,,,3.4
149366-BKRG,23,60.0,,,4.8
149366-RSGD,23,60.0,,,4.8
124905-GYPK,72,60.0,,,4.1
124905-NVLV,72,60.0,,,4.1
