shoe_name,org_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
Dynamite Slip-On Men's Sneakers,"₹2,249","₹4,999",https://in.puma.com/in/en/pd/dynamite-slip-on-mens-sneakers/388704?swatch=03&referrer-category=mens-shoes,Men,,,388704_02,Sneakers,,,,7,3,Puma,Asphalt-Burnt Red,Evening Sky-Tangerine,Gray Violet-Deep Aqua,,
Dynamite Slip-On Men's Sneakers,"₹2,249","₹4,999",https://in.puma.com/in/en/pd/dynamite-slip-on-mens-sneakers/388704?swatch=03&referrer-category=mens-shoes,Men,,,388704_03,Sneakers,,,,7,3,Puma,Asphalt-Burnt Red,Evening Sky-Tangerine,Gray Violet-Deep Aqua,,
Ferrari Drift Cat Delta Unisex Sneakers,"₹3,599","₹7,999",https://in.puma.com/in/en/pd/ferrari-drift-cat-delta-unisex-sneakers/306864?swatch=01&referrer-category=mens-shoes,Unisex,,,306864_01,Sneakers,,,,4,3,Puma,Puma Black-Rosso Corsa,Puma White-Rosso Corsa,Rosso Corsa-Puma Black,,
Ferrari Drift Cat Delta Unisex Sneakers,"₹3,999","₹7,999",https://in.puma.com/in/en/pd/ferrari-drift-cat-delta-unisex-sneakers/306864?swatch=01&referrer-category=mens-shoes,Unisex,,,306864_02,Sneakers,,,,3,3,Puma,Puma Black-Rosso Corsa,Puma White-Rosso Corsa,Rosso Corsa-Puma Black,,
Ferrari Drift Cat Delta Unisex Sneakers,"₹3,599","₹7,999",https://in.puma.com/in/en/pd/ferrari-drift-cat-delta-unisex-sneakers/306864?swatch=01&referrer-category=mens-shoes,Unisex,,,306864_03,Sneakers,,,,4,3,Puma,Puma Black-Rosso Corsa,Puma White-Rosso Corsa,Rosso Corsa-Puma Black,,
Caper V2 Men's Flip-Flops,₹899,"₹1,799",https://in.puma.com/in/en/pd/caper-v2-mens-flip-flops/380275?swatch=02&referrer-category=mens-shoes,Men,,,380275_02,Flip-Flops,,,,5,2,Puma,Puma Black-Surf The Web,Chocolate Brown-Pale Khaki,,,
Caper V2 Men's Flip-Flops,₹899,"₹1,799",https://in.puma.com/in/en/pd/caper-v2-mens-flip-flops/380275?swatch=02&referrer-category=mens-shoes,Men,,,380275_03,Flip-Flops,,,,2,2,Puma,Puma Black-Surf The Web,Chocolate Brown-Pale Khaki,,,
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=01&referrer-category=mens-shoes,Unisex,,,366970_01,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=01&referrer-category=mens-shoes,Unisex,,,366970_02,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
PUMA Wired Unisex Shoes,"₹2,099","₹3,499",https://in.puma.com/in/en/pd/puma-wired-unisex-shoes/366970?swatch=01&referrer-category=mens-shoes,Unisex,,,366970_01,Shoes,,,,6,2,Puma,Puma Black-Puma Black-Puma Black,Puma White-Puma White-Puma White,,,
